C:\Users\jnajmon\PycharmProjects\ANN_derivatives_TO\venv\Scripts\python.exe "C:\Program Files\JetBrains\PyCharm 2021.2.3\plugins\python\helpers\pydev\pydevconsole.py" --mode=client --port=60715
import sys; print('Python %s on %s' % (sys.version, sys.platform))
sys.path.extend(['C:\\Users\\jnajmon\\PycharmProjects\\ANN_derivatives_TO', 'C:/Users/jnajmon/PycharmProjects/ANN_derivatives_TO'])
Python 3.9.5 (tags/v3.9.5:0a7dcbd, May  3 2021, 17:27:52) [MSC v.1928 64 bit (AMD64)]
Type 'copyright', 'credits' or 'license' for more information
IPython 8.14.0 -- An enhanced Interactive Python. Type '?' for help.
PyDev console: using IPython 8.14.0
Python 3.9.5 (tags/v3.9.5:0a7dcbd, May  3 2021, 17:27:52) [MSC v.1928 64 bit (AMD64)] on win32
runfile('C:/Users/jnajmon/PycharmProjects/ANN_derivatives_TO/Run_HBTO_ANN.py', wdir='C:/Users/jnajmon/PycharmProjects/ANN_derivatives_TO')
| niter |f evals|CG iter|  obj func   |tr radius |   opt    |  c viol  | penalty  |barrier param|CG stop|
|  175  |  205  | 2120  | +1.0360e+02 | 2.02e-01 | 9.01e-03 | 1.77e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  176  |  206  | 2127  | +1.0357e+02 | 4.05e-01 | 8.95e-03 | 1.77e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  177  |  208  | 2137  | +1.0357e+02 | 2.02e-01 | 8.95e-03 | 1.77e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  178  |  209  | 2144  | +1.0354e+02 | 4.05e-01 | 8.89e-03 | 1.76e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  179  |  211  | 2154  | +1.0354e+02 | 2.02e-01 | 8.89e-03 | 1.76e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  180  |  212  | 2161  | +1.0351e+02 | 4.05e-01 | 8.83e-03 | 1.76e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  181  |  214  | 2171  | +1.0351e+02 | 2.02e-01 | 8.83e-03 | 1.76e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  182  |  215  | 2178  | +1.0347e+02 | 4.05e-01 | 8.82e-03 | 1.76e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  183  |  217  | 2188  | +1.0347e+02 | 2.02e-01 | 8.82e-03 | 1.76e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  184  |  218  | 2195  | +1.0344e+02 | 4.05e-01 | 8.85e-03 | 1.75e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  185  |  220  | 2204  | +1.0344e+02 | 2.02e-01 | 8.85e-03 | 1.75e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  186  |  221  | 2211  | +1.0341e+02 | 4.05e-01 | 8.89e-03 | 1.75e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  187  |  223  | 2220  | +1.0341e+02 | 2.02e-01 | 8.89e-03 | 1.75e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  188  |  224  | 2227  | +1.0338e+02 | 4.05e-01 | 8.92e-03 | 1.74e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  189  |  226  | 2236  | +1.0338e+02 | 2.02e-01 | 8.92e-03 | 1.74e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  190  |  227  | 2243  | +1.0335e+02 | 4.05e-01 | 8.96e-03 | 1.74e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  191  |  229  | 2252  | +1.0335e+02 | 2.02e-01 | 8.96e-03 | 1.74e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  192  |  230  | 2259  | +1.0332e+02 | 4.05e-01 | 8.99e-03 | 1.74e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  193  |  232  | 2268  | +1.0332e+02 | 2.02e-01 | 8.99e-03 | 1.74e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  194  |  233  | 2275  | +1.0329e+02 | 4.05e-01 | 9.03e-03 | 1.74e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  195  |  235  | 2284  | +1.0329e+02 | 2.02e-01 | 9.03e-03 | 1.74e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  196  |  236  | 2290  | +1.0326e+02 | 4.05e-01 | 9.06e-03 | 1.73e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  197  |  238  | 2299  | +1.0326e+02 | 2.02e-01 | 9.06e-03 | 1.73e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  198  |  239  | 2305  | +1.0323e+02 | 4.05e-01 | 9.10e-03 | 1.72e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  199  |  241  | 2313  | +1.0323e+02 | 2.02e-01 | 9.10e-03 | 1.72e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  200  |  242  | 2319  | +1.0320e+02 | 4.05e-01 | 9.13e-03 | 1.72e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  201  |  244  | 2327  | +1.0320e+02 | 2.02e-01 | 9.13e-03 | 1.72e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  202  |  245  | 2333  | +1.0317e+02 | 4.05e-01 | 9.16e-03 | 1.71e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  203  |  247  | 2341  | +1.0317e+02 | 2.02e-01 | 9.16e-03 | 1.71e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  204  |  248  | 2347  | +1.0314e+02 | 4.05e-01 | 9.19e-03 | 1.70e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  205  |  250  | 2355  | +1.0314e+02 | 2.02e-01 | 9.19e-03 | 1.70e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  206  |  251  | 2361  | +1.0311e+02 | 4.05e-01 | 9.22e-03 | 1.69e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  207  |  253  | 2369  | +1.0311e+02 | 2.02e-01 | 9.22e-03 | 1.69e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  208  |  254  | 2375  | +1.0308e+02 | 4.05e-01 | 9.24e-03 | 1.68e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  209  |  256  | 2383  | +1.0308e+02 | 2.02e-01 | 9.24e-03 | 1.68e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  210  |  257  | 2389  | +1.0306e+02 | 4.05e-01 | 9.27e-03 | 1.68e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  211  |  259  | 2397  | +1.0306e+02 | 2.02e-01 | 9.27e-03 | 1.68e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  212  |  260  | 2403  | +1.0303e+02 | 4.05e-01 | 9.29e-03 | 1.67e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  213  |  262  | 2411  | +1.0303e+02 | 2.02e-01 | 9.29e-03 | 1.67e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  214  |  263  | 2417  | +1.0300e+02 | 4.05e-01 | 9.32e-03 | 1.66e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  215  |  265  | 2425  | +1.0300e+02 | 2.02e-01 | 9.32e-03 | 1.66e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  216  |  266  | 2431  | +1.0297e+02 | 4.05e-01 | 9.34e-03 | 1.65e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  217  |  268  | 2439  | +1.0297e+02 | 2.02e-01 | 9.34e-03 | 1.65e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  218  |  269  | 2445  | +1.0295e+02 | 4.05e-01 | 9.37e-03 | 1.65e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  219  |  271  | 2453  | +1.0295e+02 | 2.02e-01 | 9.37e-03 | 1.65e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  220  |  272  | 2459  | +1.0292e+02 | 4.05e-01 | 9.40e-03 | 1.64e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  221  |  274  | 2467  | +1.0292e+02 | 2.02e-01 | 9.40e-03 | 1.64e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  222  |  275  | 2473  | +1.0289e+02 | 4.05e-01 | 9.43e-03 | 1.63e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  223  |  277  | 2481  | +1.0289e+02 | 2.02e-01 | 9.43e-03 | 1.63e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  224  |  278  | 2487  | +1.0287e+02 | 4.05e-01 | 9.46e-03 | 1.62e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  225  |  280  | 2495  | +1.0287e+02 | 2.02e-01 | 9.46e-03 | 1.62e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  226  |  281  | 2501  | +1.0284e+02 | 4.05e-01 | 9.49e-03 | 1.62e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  227  |  283  | 2509  | +1.0284e+02 | 2.02e-01 | 9.49e-03 | 1.62e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  228  |  284  | 2515  | +1.0282e+02 | 4.05e-01 | 9.51e-03 | 1.61e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  229  |  286  | 2523  | +1.0282e+02 | 2.02e-01 | 9.51e-03 | 1.61e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  230  |  287  | 2529  | +1.0279e+02 | 4.05e-01 | 9.54e-03 | 1.60e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  231  |  289  | 2537  | +1.0279e+02 | 2.02e-01 | 9.54e-03 | 1.60e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  232  |  290  | 2543  | +1.0277e+02 | 4.05e-01 | 9.57e-03 | 1.59e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  233  |  292  | 2551  | +1.0277e+02 | 2.02e-01 | 9.57e-03 | 1.59e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  234  |  293  | 2557  | +1.0274e+02 | 4.05e-01 | 9.59e-03 | 1.59e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  235  |  295  | 2565  | +1.0274e+02 | 2.02e-01 | 9.59e-03 | 1.59e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  236  |  296  | 2571  | +1.0272e+02 | 4.05e-01 | 9.62e-03 | 1.58e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  237  |  298  | 2579  | +1.0272e+02 | 2.02e-01 | 9.62e-03 | 1.58e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  238  |  299  | 2585  | +1.0269e+02 | 4.05e-01 | 9.64e-03 | 1.57e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  239  |  301  | 2593  | +1.0269e+02 | 2.02e-01 | 9.64e-03 | 1.57e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  240  |  302  | 2599  | +1.0267e+02 | 2.02e-01 | 9.66e-03 | 1.56e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  241  |  303  | 2605  | +1.0265e+02 | 2.02e-01 | 9.69e-03 | 1.56e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  242  |  304  | 2611  | +1.0262e+02 | 2.02e-01 | 9.71e-03 | 1.55e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  243  |  305  | 2617  | +1.0260e+02 | 2.02e-01 | 9.73e-03 | 1.54e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  244  |  306  | 2623  | +1.0258e+02 | 2.02e-01 | 9.75e-03 | 1.54e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  245  |  307  | 2629  | +1.0255e+02 | 2.02e-01 | 9.77e-03 | 1.53e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  246  |  308  | 2635  | +1.0253e+02 | 2.02e-01 | 9.80e-03 | 1.52e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  247  |  309  | 2641  | +1.0251e+02 | 2.02e-01 | 9.83e-03 | 1.52e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  248  |  310  | 2647  | +1.0249e+02 | 2.02e-01 | 9.87e-03 | 1.51e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  249  |  311  | 2653  | +1.0247e+02 | 2.02e-01 | 9.90e-03 | 1.51e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  250  |  312  | 2659  | +1.0245e+02 | 2.02e-01 | 9.94e-03 | 1.50e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  251  |  313  | 2665  | +1.0242e+02 | 2.02e-01 | 9.97e-03 | 1.50e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  252  |  314  | 2671  | +1.0240e+02 | 2.02e-01 | 1.00e-02 | 1.49e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  253  |  315  | 2677  | +1.0238e+02 | 2.02e-01 | 1.00e-02 | 1.49e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  254  |  316  | 2683  | +1.0236e+02 | 2.02e-01 | 1.01e-02 | 1.48e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  255  |  317  | 2689  | +1.0234e+02 | 2.02e-01 | 1.01e-02 | 1.48e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  256  |  318  | 2695  | +1.0232e+02 | 2.02e-01 | 1.01e-02 | 1.47e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  257  |  319  | 2701  | +1.0230e+02 | 2.02e-01 | 1.01e-02 | 1.47e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  258  |  320  | 2707  | +1.0228e+02 | 2.02e-01 | 1.02e-02 | 1.47e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  259  |  321  | 2713  | +1.0226e+02 | 2.02e-01 | 1.02e-02 | 1.46e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  260  |  322  | 2719  | +1.0224e+02 | 2.02e-01 | 1.02e-02 | 1.46e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  261  |  323  | 2725  | +1.0222e+02 | 2.02e-01 | 1.02e-02 | 1.46e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  262  |  324  | 2731  | +1.0220e+02 | 2.02e-01 | 1.03e-02 | 1.46e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  263  |  325  | 2737  | +1.0218e+02 | 2.02e-01 | 1.03e-02 | 1.45e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  264  |  327  | 2743  | +1.0218e+02 | 1.01e-01 | 1.03e-02 | 1.45e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  265  |  328  | 2747  | +1.0215e+02 | 7.08e-01 | 1.03e-02 | 1.11e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  266  |  330  | 2757  | +1.0215e+02 | 2.70e-01 | 1.03e-02 | 1.11e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  267  |  332  | 2764  | +1.0215e+02 | 1.35e-01 | 1.03e-02 | 1.11e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  268  |  333  | 2769  | +1.0213e+02 | 2.70e-01 | 1.03e-02 | 1.25e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  269  |  335  | 2776  | +1.0213e+02 | 1.35e-01 | 1.03e-02 | 1.25e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  270  |  336  | 2781  | +1.0210e+02 | 2.70e-01 | 1.03e-02 | 1.25e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  271  |  338  | 2788  | +1.0210e+02 | 1.35e-01 | 1.03e-02 | 1.25e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  272  |  339  | 2793  | +1.0208e+02 | 2.70e-01 | 1.03e-02 | 1.24e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  273  |  341  | 2800  | +1.0208e+02 | 1.35e-01 | 1.03e-02 | 1.24e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  274  |  342  | 2805  | +1.0205e+02 | 2.70e-01 | 1.04e-02 | 1.24e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  275  |  344  | 2812  | +1.0205e+02 | 1.35e-01 | 1.04e-02 | 1.24e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  276  |  345  | 2817  | +1.0203e+02 | 2.70e-01 | 1.04e-02 | 1.24e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  277  |  347  | 2824  | +1.0203e+02 | 1.35e-01 | 1.04e-02 | 1.24e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  278  |  348  | 2829  | +1.0201e+02 | 2.70e-01 | 1.04e-02 | 1.24e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  279  |  350  | 2836  | +1.0201e+02 | 1.35e-01 | 1.04e-02 | 1.24e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  280  |  351  | 2841  | +1.0198e+02 | 2.70e-01 | 1.04e-02 | 1.24e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  281  |  353  | 2848  | +1.0198e+02 | 1.35e-01 | 1.04e-02 | 1.24e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  282  |  354  | 2853  | +1.0196e+02 | 2.70e-01 | 1.04e-02 | 1.24e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  283  |  356  | 2860  | +1.0196e+02 | 1.35e-01 | 1.04e-02 | 1.24e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  284  |  357  | 2865  | +1.0194e+02 | 2.70e-01 | 1.04e-02 | 1.24e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  285  |  359  | 2872  | +1.0194e+02 | 1.35e-01 | 1.04e-02 | 1.24e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  286  |  360  | 2877  | +1.0192e+02 | 2.70e-01 | 1.04e-02 | 1.23e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  287  |  362  | 2884  | +1.0192e+02 | 1.35e-01 | 1.04e-02 | 1.23e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  288  |  363  | 2889  | +1.0189e+02 | 2.70e-01 | 1.04e-02 | 1.23e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  289  |  365  | 2896  | +1.0189e+02 | 1.35e-01 | 1.04e-02 | 1.23e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  290  |  366  | 2901  | +1.0187e+02 | 2.70e-01 | 1.05e-02 | 1.23e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  291  |  368  | 2908  | +1.0187e+02 | 1.35e-01 | 1.05e-02 | 1.23e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  292  |  369  | 2913  | +1.0185e+02 | 2.70e-01 | 1.05e-02 | 1.23e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  293  |  371  | 2920  | +1.0185e+02 | 1.35e-01 | 1.05e-02 | 1.23e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  294  |  372  | 2925  | +1.0183e+02 | 2.70e-01 | 1.05e-02 | 1.23e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  295  |  374  | 2932  | +1.0183e+02 | 1.35e-01 | 1.05e-02 | 1.23e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  296  |  375  | 2937  | +1.0181e+02 | 2.70e-01 | 1.05e-02 | 1.23e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  297  |  377  | 2944  | +1.0181e+02 | 1.35e-01 | 1.05e-02 | 1.23e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  298  |  378  | 2949  | +1.0179e+02 | 2.70e-01 | 1.05e-02 | 1.22e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  299  |  380  | 2956  | +1.0179e+02 | 1.35e-01 | 1.05e-02 | 1.22e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  300  |  381  | 2961  | +1.0177e+02 | 2.70e-01 | 1.05e-02 | 1.22e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  301  |  383  | 2968  | +1.0177e+02 | 1.35e-01 | 1.05e-02 | 1.22e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  302  |  384  | 2973  | +1.0175e+02 | 2.70e-01 | 1.05e-02 | 1.22e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  303  |  386  | 2980  | +1.0175e+02 | 1.35e-01 | 1.05e-02 | 1.22e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  304  |  387  | 2985  | +1.0173e+02 | 2.70e-01 | 1.05e-02 | 1.22e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  305  |  389  | 2992  | +1.0173e+02 | 1.35e-01 | 1.05e-02 | 1.22e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  306  |  390  | 2997  | +1.0171e+02 | 2.70e-01 | 1.05e-02 | 1.22e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  307  |  392  | 3004  | +1.0171e+02 | 1.35e-01 | 1.05e-02 | 1.22e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  308  |  393  | 3009  | +1.0169e+02 | 2.70e-01 | 1.05e-02 | 1.21e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  309  |  395  | 3016  | +1.0169e+02 | 1.35e-01 | 1.05e-02 | 1.21e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  310  |  396  | 3021  | +1.0167e+02 | 2.70e-01 | 1.05e-02 | 1.21e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  311  |  398  | 3028  | +1.0167e+02 | 1.35e-01 | 1.05e-02 | 1.21e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  312  |  399  | 3033  | +1.0165e+02 | 2.70e-01 | 1.05e-02 | 1.21e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  313  |  401  | 3040  | +1.0165e+02 | 1.35e-01 | 1.05e-02 | 1.21e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  314  |  402  | 3045  | +1.0163e+02 | 2.70e-01 | 1.06e-02 | 1.21e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  315  |  404  | 3052  | +1.0163e+02 | 1.35e-01 | 1.06e-02 | 1.21e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  316  |  405  | 3057  | +1.0161e+02 | 2.70e-01 | 1.06e-02 | 1.21e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  317  |  407  | 3064  | +1.0161e+02 | 1.35e-01 | 1.06e-02 | 1.21e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  318  |  408  | 3069  | +1.0159e+02 | 2.70e-01 | 1.06e-02 | 1.21e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  319  |  410  | 3076  | +1.0159e+02 | 1.35e-01 | 1.06e-02 | 1.21e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  320  |  411  | 3081  | +1.0157e+02 | 2.70e-01 | 1.06e-02 | 1.20e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  321  |  413  | 3088  | +1.0157e+02 | 1.35e-01 | 1.06e-02 | 1.20e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  322  |  414  | 3093  | +1.0155e+02 | 2.70e-01 | 1.06e-02 | 1.20e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  323  |  416  | 3100  | +1.0155e+02 | 1.35e-01 | 1.06e-02 | 1.20e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  324  |  417  | 3105  | +1.0153e+02 | 2.70e-01 | 1.06e-02 | 1.20e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  325  |  419  | 3112  | +1.0153e+02 | 1.35e-01 | 1.06e-02 | 1.20e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  326  |  420  | 3117  | +1.0151e+02 | 2.70e-01 | 1.06e-02 | 1.20e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  327  |  422  | 3124  | +1.0151e+02 | 1.35e-01 | 1.06e-02 | 1.20e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  328  |  423  | 3129  | +1.0150e+02 | 2.70e-01 | 1.06e-02 | 1.20e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  329  |  425  | 3136  | +1.0150e+02 | 1.35e-01 | 1.06e-02 | 1.20e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  330  |  426  | 3141  | +1.0148e+02 | 2.70e-01 | 1.06e-02 | 1.19e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  331  |  428  | 3148  | +1.0148e+02 | 1.35e-01 | 1.06e-02 | 1.19e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  332  |  429  | 3153  | +1.0146e+02 | 2.70e-01 | 1.06e-02 | 1.19e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  333  |  431  | 3160  | +1.0146e+02 | 1.35e-01 | 1.06e-02 | 1.19e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  334  |  432  | 3165  | +1.0144e+02 | 2.70e-01 | 1.06e-02 | 1.19e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  335  |  434  | 3172  | +1.0144e+02 | 1.35e-01 | 1.06e-02 | 1.19e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  336  |  435  | 3177  | +1.0142e+02 | 2.70e-01 | 1.06e-02 | 1.19e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  337  |  437  | 3184  | +1.0142e+02 | 1.35e-01 | 1.06e-02 | 1.19e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  338  |  438  | 3189  | +1.0141e+02 | 2.70e-01 | 1.06e-02 | 1.19e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  339  |  440  | 3196  | +1.0141e+02 | 1.35e-01 | 1.06e-02 | 1.19e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  340  |  441  | 3201  | +1.0139e+02 | 2.70e-01 | 1.06e-02 | 1.19e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  341  |  443  | 3208  | +1.0139e+02 | 1.35e-01 | 1.06e-02 | 1.19e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  342  |  444  | 3213  | +1.0137e+02 | 2.70e-01 | 1.06e-02 | 1.19e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  343  |  446  | 3220  | +1.0137e+02 | 1.35e-01 | 1.06e-02 | 1.19e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  344  |  447  | 3225  | +1.0135e+02 | 2.70e-01 | 1.06e-02 | 1.19e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  345  |  449  | 3232  | +1.0135e+02 | 1.35e-01 | 1.06e-02 | 1.19e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  346  |  450  | 3237  | +1.0133e+02 | 2.70e-01 | 1.06e-02 | 1.19e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  347  |  452  | 3244  | +1.0133e+02 | 1.35e-01 | 1.06e-02 | 1.19e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  348  |  453  | 3249  | +1.0131e+02 | 2.70e-01 | 1.06e-02 | 1.19e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  349  |  455  | 3256  | +1.0131e+02 | 1.35e-01 | 1.06e-02 | 1.19e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  350  |  456  | 3261  | +1.0130e+02 | 2.70e-01 | 1.06e-02 | 1.19e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  351  |  458  | 3268  | +1.0130e+02 | 1.35e-01 | 1.06e-02 | 1.19e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  352  |  459  | 3273  | +1.0128e+02 | 2.70e-01 | 1.06e-02 | 1.19e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  353  |  461  | 3280  | +1.0128e+02 | 1.35e-01 | 1.06e-02 | 1.19e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  354  |  462  | 3285  | +1.0126e+02 | 2.70e-01 | 1.06e-02 | 1.19e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  355  |  464  | 3292  | +1.0126e+02 | 1.35e-01 | 1.06e-02 | 1.19e-07 | 1.00e+00 |  2.00e-02   |   2   |
