C:\Users\jnajmon\PycharmProjects\ANN_derivatives_TO\venv\Scripts\python.exe "C:\Program Files\JetBrains\PyCharm 2021.2.3\plugins\python\helpers\pydev\pydevconsole.py" --mode=client --port=59645
import sys; print('Python %s on %s' % (sys.version, sys.platform))
sys.path.extend(['C:\\Users\\jnajmon\\PycharmProjects\\ANN_derivatives_TO', 'C:/Users/jnajmon/PycharmProjects/ANN_derivatives_TO'])
Python 3.9.5 (tags/v3.9.5:0a7dcbd, May  3 2021, 17:27:52) [MSC v.1928 64 bit (AMD64)]
Type 'copyright', 'credits' or 'license' for more information
IPython 8.14.0 -- An enhanced Interactive Python. Type '?' for help.
PyDev console: using IPython 8.14.0
Python 3.9.5 (tags/v3.9.5:0a7dcbd, May  3 2021, 17:27:52) [MSC v.1928 64 bit (AMD64)] on win32
runfile('C:/Users/jnajmon/PycharmProjects/ANN_derivatives_TO/Run_HBTO_ANN.py', wdir='C:/Users/jnajmon/PycharmProjects/ANN_derivatives_TO')
2023-07-05 21:54:18.766368: W tensorflow/tsl/framework/cpu_allocator_impl.cc:83] Allocation of 6635520000 exceeds 10% of free system memory.
2023-07-05 21:54:19.371547: W tensorflow/tsl/framework/cpu_allocator_impl.cc:83] Allocation of 6635520000 exceeds 10% of free system memory.
2023-07-05 21:54:31.910016: W tensorflow/tsl/framework/cpu_allocator_impl.cc:83] Allocation of 6635520000 exceeds 10% of free system memory.
2023-07-05 21:54:32.496056: W tensorflow/tsl/framework/cpu_allocator_impl.cc:83] Allocation of 6635520000 exceeds 10% of free system memory.
| niter |f evals|CG iter|  obj func   |tr radius |   opt    |  c viol  | penalty  |barrier param|CG stop|
|  303  |  385  | 2855  | +1.0168e+02 | 2.89e-01 | 1.04e-02 | 1.26e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  304  |  387  | 2862  | +1.0168e+02 | 1.45e-01 | 1.04e-02 | 1.26e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  305  |  388  | 2867  | +1.0166e+02 | 1.45e-01 | 1.05e-02 | 1.26e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  306  |  389  | 2872  | +1.0165e+02 | 1.45e-01 | 1.05e-02 | 1.26e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  307  |  390  | 2877  | +1.0163e+02 | 1.45e-01 | 1.05e-02 | 1.25e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  308  |  391  | 2882  | +1.0161e+02 | 1.45e-01 | 1.05e-02 | 1.25e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  309  |  392  | 2887  | +1.0159e+02 | 1.45e-01 | 1.05e-02 | 1.25e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  310  |  393  | 2892  | +1.0157e+02 | 1.45e-01 | 1.05e-02 | 1.24e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  311  |  394  | 2897  | +1.0155e+02 | 1.45e-01 | 1.05e-02 | 1.24e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  312  |  395  | 2902  | +1.0154e+02 | 1.45e-01 | 1.05e-02 | 1.24e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  313  |  396  | 2907  | +1.0152e+02 | 1.45e-01 | 1.05e-02 | 1.23e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  314  |  397  | 2912  | +1.0150e+02 | 1.45e-01 | 1.05e-02 | 1.23e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  315  |  398  | 2917  | +1.0148e+02 | 1.45e-01 | 1.05e-02 | 1.23e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  316  |  399  | 2922  | +1.0147e+02 | 1.45e-01 | 1.05e-02 | 1.23e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  317  |  400  | 2927  | +1.0145e+02 | 1.45e-01 | 1.05e-02 | 1.22e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  318  |  401  | 2932  | +1.0143e+02 | 1.45e-01 | 1.05e-02 | 1.22e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  319  |  402  | 2937  | +1.0141e+02 | 1.45e-01 | 1.05e-02 | 1.22e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  320  |  403  | 2942  | +1.0140e+02 | 1.45e-01 | 1.05e-02 | 1.22e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  321  |  404  | 2947  | +1.0138e+02 | 1.45e-01 | 1.05e-02 | 1.22e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  322  |  405  | 2952  | +1.0136e+02 | 1.45e-01 | 1.06e-02 | 1.21e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  323  |  406  | 2957  | +1.0134e+02 | 1.45e-01 | 1.06e-02 | 1.21e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  324  |  407  | 2962  | +1.0133e+02 | 1.45e-01 | 1.06e-02 | 1.21e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  325  |  408  | 2967  | +1.0131e+02 | 1.45e-01 | 1.06e-02 | 1.21e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  326  |  409  | 2972  | +1.0129e+02 | 1.45e-01 | 1.06e-02 | 1.21e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  327  |  410  | 2977  | +1.0127e+02 | 1.45e-01 | 1.06e-02 | 1.22e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  328  |  411  | 2982  | +1.0126e+02 | 1.45e-01 | 1.06e-02 | 1.22e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  329  |  412  | 2987  | +1.0124e+02 | 1.45e-01 | 1.06e-02 | 1.22e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  330  |  413  | 2992  | +1.0122e+02 | 1.45e-01 | 1.06e-02 | 1.22e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  331  |  414  | 2997  | +1.0120e+02 | 1.45e-01 | 1.06e-02 | 1.22e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  332  |  415  | 3002  | +1.0118e+02 | 1.45e-01 | 1.07e-02 | 1.23e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  333  |  416  | 3007  | +1.0116e+02 | 1.45e-01 | 1.07e-02 | 1.23e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  334  |  417  | 3012  | +1.0115e+02 | 1.45e-01 | 1.07e-02 | 1.23e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  335  |  418  | 3016  | +1.0113e+02 | 1.45e-01 | 1.07e-02 | 1.23e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  336  |  419  | 3020  | +1.0111e+02 | 1.45e-01 | 1.07e-02 | 1.23e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  337  |  420  | 3024  | +1.0109e+02 | 1.45e-01 | 1.07e-02 | 1.23e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  338  |  421  | 3028  | +1.0107e+02 | 1.45e-01 | 1.07e-02 | 1.23e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  339  |  422  | 3032  | +1.0105e+02 | 1.45e-01 | 1.07e-02 | 1.23e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  340  |  423  | 3036  | +1.0103e+02 | 1.45e-01 | 1.07e-02 | 1.23e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  341  |  424  | 3040  | +1.0101e+02 | 1.45e-01 | 1.07e-02 | 1.23e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  342  |  425  | 3044  | +1.0100e+02 | 1.45e-01 | 1.07e-02 | 1.22e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  343  |  426  | 3048  | +1.0098e+02 | 1.45e-01 | 1.07e-02 | 1.22e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  344  |  427  | 3052  | +1.0096e+02 | 1.45e-01 | 1.07e-02 | 1.22e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  345  |  428  | 3056  | +1.0094e+02 | 1.45e-01 | 1.07e-02 | 1.22e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  346  |  429  | 3060  | +1.0092e+02 | 1.45e-01 | 1.07e-02 | 1.22e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  347  |  430  | 3064  | +1.0090e+02 | 1.45e-01 | 1.07e-02 | 1.22e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  348  |  431  | 3068  | +1.0088e+02 | 1.45e-01 | 1.07e-02 | 1.21e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  349  |  432  | 3072  | +1.0087e+02 | 1.45e-01 | 1.07e-02 | 1.21e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  350  |  433  | 3076  | +1.0085e+02 | 1.45e-01 | 1.07e-02 | 1.21e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  351  |  434  | 3080  | +1.0083e+02 | 1.45e-01 | 1.07e-02 | 1.21e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  352  |  435  | 3084  | +1.0081e+02 | 1.45e-01 | 1.07e-02 | 1.21e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  353  |  436  | 3088  | +1.0079e+02 | 1.45e-01 | 1.07e-02 | 1.20e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  354  |  437  | 3092  | +1.0077e+02 | 1.45e-01 | 1.08e-02 | 1.20e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  355  |  438  | 3096  | +1.0076e+02 | 1.45e-01 | 1.08e-02 | 1.20e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  356  |  439  | 3100  | +1.0074e+02 | 1.45e-01 | 1.08e-02 | 1.20e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  357  |  440  | 3104  | +1.0072e+02 | 1.45e-01 | 1.08e-02 | 1.20e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  358  |  441  | 3108  | +1.0070e+02 | 1.45e-01 | 1.07e-02 | 1.19e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  359  |  442  | 3112  | +1.0069e+02 | 1.45e-01 | 1.07e-02 | 1.19e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  360  |  443  | 3116  | +1.0067e+02 | 1.45e-01 | 1.07e-02 | 1.19e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  361  |  444  | 3120  | +1.0065e+02 | 1.45e-01 | 1.07e-02 | 1.19e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  362  |  445  | 3124  | +1.0064e+02 | 1.45e-01 | 1.07e-02 | 1.19e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  363  |  446  | 3128  | +1.0062e+02 | 1.45e-01 | 1.07e-02 | 1.18e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  364  |  447  | 3132  | +1.0060e+02 | 1.45e-01 | 1.07e-02 | 1.18e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  365  |  448  | 3136  | +1.0059e+02 | 1.45e-01 | 1.07e-02 | 1.18e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  366  |  449  | 3140  | +1.0057e+02 | 1.45e-01 | 1.07e-02 | 1.18e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  367  |  450  | 3144  | +1.0055e+02 | 1.45e-01 | 1.07e-02 | 1.18e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  368  |  451  | 3148  | +1.0054e+02 | 1.45e-01 | 1.07e-02 | 1.17e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  369  |  452  | 3152  | +1.0052e+02 | 1.45e-01 | 1.07e-02 | 1.17e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  370  |  453  | 3156  | +1.0051e+02 | 1.45e-01 | 1.07e-02 | 1.17e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  371  |  454  | 3160  | +1.0049e+02 | 1.45e-01 | 1.07e-02 | 1.17e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  372  |  455  | 3164  | +1.0047e+02 | 1.45e-01 | 1.07e-02 | 1.17e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  373  |  457  | 3168  | +1.0046e+02 | 1.45e-01 | 1.07e-02 | 9.64e-12 | 1.00e+00 |  2.00e-02   |   2   |
|  374  |  459  | 3172  | +1.0046e+02 | 7.23e-02 | 1.07e-02 | 9.64e-12 | 1.00e+00 |  2.00e-02   |   2   |
|  375  |  460  | 3175  | +1.0044e+02 | 1.45e-01 | 1.06e-02 | 8.10e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  376  |  462  | 3179  | +1.0044e+02 | 7.23e-02 | 1.06e-02 | 8.10e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  377  |  463  | 3182  | +1.0043e+02 | 1.45e-01 | 1.05e-02 | 8.09e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  378  |  465  | 3186  | +1.0043e+02 | 7.23e-02 | 1.05e-02 | 8.09e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  379  |  466  | 3189  | +1.0041e+02 | 1.45e-01 | 1.05e-02 | 8.08e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  380  |  468  | 3193  | +1.0041e+02 | 7.23e-02 | 1.05e-02 | 8.08e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  381  |  469  | 3196  | +1.0040e+02 | 1.45e-01 | 1.04e-02 | 8.08e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  382  |  471  | 3200  | +1.0040e+02 | 7.23e-02 | 1.04e-02 | 8.08e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  383  |  472  | 3203  | +1.0038e+02 | 1.45e-01 | 1.04e-02 | 8.07e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  384  |  474  | 3207  | +1.0038e+02 | 7.23e-02 | 1.04e-02 | 8.07e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  385  |  475  | 3210  | +1.0037e+02 | 1.45e-01 | 1.03e-02 | 8.06e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  386  |  477  | 3214  | +1.0037e+02 | 7.23e-02 | 1.03e-02 | 8.06e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  387  |  478  | 3217  | +1.0035e+02 | 1.45e-01 | 1.03e-02 | 8.06e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  388  |  480  | 3221  | +1.0035e+02 | 7.23e-02 | 1.03e-02 | 8.06e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  389  |  481  | 3224  | +1.0034e+02 | 1.45e-01 | 1.03e-02 | 8.05e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  390  |  483  | 3228  | +1.0034e+02 | 7.23e-02 | 1.03e-02 | 8.05e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  391  |  484  | 3231  | +1.0033e+02 | 1.45e-01 | 1.02e-02 | 8.04e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  392  |  486  | 3235  | +1.0033e+02 | 7.23e-02 | 1.02e-02 | 8.04e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  393  |  487  | 3238  | +1.0031e+02 | 1.45e-01 | 1.02e-02 | 8.04e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  394  |  489  | 3242  | +1.0031e+02 | 7.23e-02 | 1.02e-02 | 8.04e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  395  |  490  | 3245  | +1.0030e+02 | 1.45e-01 | 1.01e-02 | 8.03e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  396  |  492  | 3249  | +1.0030e+02 | 7.23e-02 | 1.01e-02 | 8.03e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  397  |  493  | 3252  | +1.0028e+02 | 1.45e-01 | 1.01e-02 | 8.03e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  398  |  495  | 3256  | +1.0028e+02 | 7.23e-02 | 1.01e-02 | 8.03e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  399  |  496  | 3259  | +1.0027e+02 | 1.45e-01 | 1.00e-02 | 8.02e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  400  |  498  | 3263  | +1.0027e+02 | 7.23e-02 | 1.00e-02 | 8.02e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  401  |  499  | 3266  | +1.0025e+02 | 1.45e-01 | 9.98e-03 | 8.01e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  402  |  501  | 3270  | +1.0025e+02 | 7.23e-02 | 9.98e-03 | 8.01e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  403  |  502  | 3273  | +1.0024e+02 | 1.45e-01 | 9.93e-03 | 8.01e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  404  |  504  | 3277  | +1.0024e+02 | 7.23e-02 | 9.93e-03 | 8.01e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  405  |  505  | 3280  | +1.0023e+02 | 1.45e-01 | 9.88e-03 | 8.01e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  406  |  507  | 3284  | +1.0023e+02 | 7.23e-02 | 9.88e-03 | 8.01e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  407  |  508  | 3287  | +1.0021e+02 | 1.45e-01 | 9.84e-03 | 8.00e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  408  |  510  | 3291  | +1.0021e+02 | 7.23e-02 | 9.84e-03 | 8.00e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  409  |  511  | 3294  | +1.0020e+02 | 1.45e-01 | 9.79e-03 | 8.00e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  410  |  513  | 3298  | +1.0020e+02 | 7.23e-02 | 9.79e-03 | 8.00e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  411  |  514  | 3301  | +1.0018e+02 | 1.45e-01 | 9.74e-03 | 7.99e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  412  |  516  | 3305  | +1.0018e+02 | 7.23e-02 | 9.74e-03 | 7.99e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  413  |  517  | 3308  | +1.0017e+02 | 1.45e-01 | 9.69e-03 | 7.99e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  414  |  519  | 3311  | +1.0017e+02 | 7.23e-02 | 9.69e-03 | 7.99e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  415  |  520  | 3314  | +1.0016e+02 | 1.45e-01 | 9.64e-03 | 7.99e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  416  |  522  | 3317  | +1.0016e+02 | 7.23e-02 | 9.64e-03 | 7.99e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  417  |  523  | 3320  | +1.0014e+02 | 1.45e-01 | 9.59e-03 | 7.98e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  418  |  525  | 3323  | +1.0014e+02 | 7.23e-02 | 9.59e-03 | 7.98e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  419  |  526  | 3326  | +1.0013e+02 | 1.45e-01 | 9.54e-03 | 7.98e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  420  |  528  | 3329  | +1.0013e+02 | 7.23e-02 | 9.54e-03 | 7.98e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  421  |  529  | 3332  | +1.0012e+02 | 1.45e-01 | 9.49e-03 | 7.98e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  422  |  531  | 3335  | +1.0012e+02 | 7.23e-02 | 9.49e-03 | 7.98e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  423  |  532  | 3338  | +1.0010e+02 | 1.45e-01 | 9.43e-03 | 7.97e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  424  |  534  | 3341  | +1.0010e+02 | 7.23e-02 | 9.43e-03 | 7.97e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  425  |  535  | 3344  | +1.0009e+02 | 1.45e-01 | 9.38e-03 | 7.97e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  426  |  537  | 3347  | +1.0009e+02 | 7.23e-02 | 9.38e-03 | 7.97e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  427  |  538  | 3350  | +1.0008e+02 | 1.45e-01 | 9.33e-03 | 7.97e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  428  |  540  | 3353  | +1.0008e+02 | 7.23e-02 | 9.33e-03 | 7.97e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  429  |  541  | 3356  | +1.0007e+02 | 1.45e-01 | 9.28e-03 | 7.97e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  430  |  543  | 3359  | +1.0007e+02 | 7.23e-02 | 9.28e-03 | 7.97e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  431  |  544  | 3362  | +1.0005e+02 | 1.45e-01 | 9.22e-03 | 7.96e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  432  |  546  | 3365  | +1.0005e+02 | 7.23e-02 | 9.22e-03 | 7.96e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  433  |  547  | 3368  | +1.0004e+02 | 1.45e-01 | 9.17e-03 | 7.96e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  434  |  549  | 3371  | +1.0004e+02 | 7.23e-02 | 9.17e-03 | 7.96e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  435  |  550  | 3374  | +1.0003e+02 | 1.45e-01 | 9.11e-03 | 7.96e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  436  |  552  | 3377  | +1.0003e+02 | 7.23e-02 | 9.11e-03 | 7.96e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  437  |  553  | 3380  | +1.0001e+02 | 1.45e-01 | 9.06e-03 | 7.96e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  438  |  555  | 3383  | +1.0001e+02 | 7.23e-02 | 9.06e-03 | 7.96e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  439  |  556  | 3386  | +1.0000e+02 | 1.45e-01 | 9.00e-03 | 7.96e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  440  |  558  | 3389  | +1.0000e+02 | 7.23e-02 | 9.00e-03 | 7.96e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  441  |  559  | 3392  | +9.9989e+01 | 1.45e-01 | 8.95e-03 | 7.96e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  442  |  561  | 3395  | +9.9989e+01 | 7.23e-02 | 8.95e-03 | 7.96e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  443  |  562  | 3398  | +9.9976e+01 | 1.45e-01 | 8.89e-03 | 7.96e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  444  |  564  | 3401  | +9.9976e+01 | 7.23e-02 | 8.89e-03 | 7.96e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  445  |  565  | 3404  | +9.9964e+01 | 1.45e-01 | 8.85e-03 | 7.95e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  446  |  567  | 3407  | +9.9964e+01 | 7.23e-02 | 8.85e-03 | 7.95e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  447  |  568  | 3410  | +9.9951e+01 | 1.45e-01 | 8.81e-03 | 7.95e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  448  |  570  | 3413  | +9.9951e+01 | 7.23e-02 | 8.81e-03 | 7.95e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  449  |  571  | 3416  | +9.9939e+01 | 1.45e-01 | 8.77e-03 | 7.95e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  450  |  573  | 3419  | +9.9939e+01 | 7.23e-02 | 8.77e-03 | 7.95e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  451  |  574  | 3422  | +9.9926e+01 | 1.45e-01 | 8.73e-03 | 7.95e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  452  |  576  | 3425  | +9.9926e+01 | 7.23e-02 | 8.73e-03 | 7.95e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  453  |  577  | 3427  | +9.9914e+01 | 1.45e-01 | 8.69e-03 | 7.95e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  454  |  579  | 3430  | +9.9914e+01 | 7.23e-02 | 8.69e-03 | 7.95e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  455  |  580  | 3432  | +9.9902e+01 | 1.45e-01 | 8.65e-03 | 7.92e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  456  |  582  | 3435  | +9.9902e+01 | 7.23e-02 | 8.65e-03 | 7.92e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  457  |  583  | 3437  | +9.9889e+01 | 1.45e-01 | 8.61e-03 | 7.90e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  458  |  585  | 3440  | +9.9889e+01 | 7.23e-02 | 8.61e-03 | 7.90e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  459  |  586  | 3442  | +9.9877e+01 | 1.45e-01 | 8.57e-03 | 7.88e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  460  |  588  | 3445  | +9.9877e+01 | 7.23e-02 | 8.57e-03 | 7.88e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  461  |  589  | 3447  | +9.9865e+01 | 1.45e-01 | 8.52e-03 | 7.86e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  462  |  591  | 3450  | +9.9865e+01 | 7.23e-02 | 8.52e-03 | 7.86e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  463  |  592  | 3452  | +9.9853e+01 | 1.45e-01 | 8.48e-03 | 7.83e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  464  |  594  | 3455  | +9.9853e+01 | 7.23e-02 | 8.48e-03 | 7.83e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  465  |  595  | 3457  | +9.9841e+01 | 1.45e-01 | 8.44e-03 | 7.81e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  466  |  597  | 3460  | +9.9841e+01 | 7.23e-02 | 8.44e-03 | 7.81e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  467  |  598  | 3462  | +9.9830e+01 | 1.45e-01 | 8.40e-03 | 7.79e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  468  |  600  | 3465  | +9.9830e+01 | 7.23e-02 | 8.40e-03 | 7.79e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  469  |  601  | 3467  | +9.9818e+01 | 1.45e-01 | 8.36e-03 | 7.77e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  470  |  603  | 3470  | +9.9818e+01 | 7.23e-02 | 8.36e-03 | 7.77e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  471  |  604  | 3472  | +9.9806e+01 | 1.45e-01 | 8.32e-03 | 7.75e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  472  |  606  | 3475  | +9.9806e+01 | 7.23e-02 | 8.32e-03 | 7.75e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  473  |  607  | 3477  | +9.9795e+01 | 1.45e-01 | 8.27e-03 | 7.73e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  474  |  609  | 3480  | +9.9795e+01 | 7.23e-02 | 8.27e-03 | 7.73e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  475  |  610  | 3482  | +9.9783e+01 | 1.45e-01 | 8.23e-03 | 7.70e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  476  |  612  | 3485  | +9.9783e+01 | 7.23e-02 | 8.23e-03 | 7.70e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  477  |  613  | 3487  | +9.9772e+01 | 1.45e-01 | 8.19e-03 | 7.68e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  478  |  615  | 3490  | +9.9772e+01 | 7.23e-02 | 8.19e-03 | 7.68e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  479  |  616  | 3492  | +9.9761e+01 | 1.45e-01 | 8.15e-03 | 7.66e-08 | 1.00e+00 |  2.00e-02   |   2   |
