C:\Users\jnajmon\PycharmProjects\ANN_derivatives_TO\venv\Scripts\python.exe "C:\Program Files\JetBrains\PyCharm 2021.2.3\plugins\python\helpers\pydev\pydevconsole.py" --mode=client --port=59645
import sys; print('Python %s on %s' % (sys.version, sys.platform))
sys.path.extend(['C:\\Users\\jnajmon\\PycharmProjects\\ANN_derivatives_TO', 'C:/Users/jnajmon/PycharmProjects/ANN_derivatives_TO'])
Python 3.9.5 (tags/v3.9.5:0a7dcbd, May  3 2021, 17:27:52) [MSC v.1928 64 bit (AMD64)]
Type 'copyright', 'credits' or 'license' for more information
IPython 8.14.0 -- An enhanced Interactive Python. Type '?' for help.
PyDev console: using IPython 8.14.0
Python 3.9.5 (tags/v3.9.5:0a7dcbd, May  3 2021, 17:27:52) [MSC v.1928 64 bit (AMD64)] on win32
runfile('C:/Users/jnajmon/PycharmProjects/ANN_derivatives_TO/Run_HBTO_ANN.py', wdir='C:/Users/jnajmon/PycharmProjects/ANN_derivatives_TO')
2023-07-05 21:54:18.766368: W tensorflow/tsl/framework/cpu_allocator_impl.cc:83] Allocation of 6635520000 exceeds 10% of free system memory.
2023-07-05 21:54:19.371547: W tensorflow/tsl/framework/cpu_allocator_impl.cc:83] Allocation of 6635520000 exceeds 10% of free system memory.
2023-07-05 21:54:31.910016: W tensorflow/tsl/framework/cpu_allocator_impl.cc:83] Allocation of 6635520000 exceeds 10% of free system memory.
2023-07-05 21:54:32.496056: W tensorflow/tsl/framework/cpu_allocator_impl.cc:83] Allocation of 6635520000 exceeds 10% of free system memory.
| niter |f evals|CG iter|  obj func   |tr radius |   opt    |  c viol  | penalty  |barrier param|CG stop|
|  126  |  135  | 1645  | +1.0460e+02 | 1.24e+00 | 1.05e-02 | 2.05e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  127  |  136  | 1651  | +1.0455e+02 | 1.24e+00 | 1.05e-02 | 2.04e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  128  |  137  | 1657  | +1.0451e+02 | 1.24e+00 | 1.04e-02 | 2.02e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  129  |  138  | 1663  | +1.0447e+02 | 1.24e+00 | 1.04e-02 | 2.00e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  130  |  139  | 1669  | +1.0442e+02 | 1.24e+00 | 1.03e-02 | 1.99e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  131  |  140  | 1675  | +1.0438e+02 | 1.24e+00 | 1.03e-02 | 1.97e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  132  |  141  | 1681  | +1.0434e+02 | 1.24e+00 | 1.03e-02 | 1.96e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  133  |  142  | 1687  | +1.0430e+02 | 1.24e+00 | 1.02e-02 | 1.94e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  134  |  143  | 1693  | +1.0426e+02 | 1.24e+00 | 1.02e-02 | 1.93e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  135  |  144  | 1699  | +1.0423e+02 | 1.24e+00 | 1.01e-02 | 1.92e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  136  |  145  | 1705  | +1.0419e+02 | 1.24e+00 | 1.01e-02 | 1.90e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  137  |  146  | 1711  | +1.0415e+02 | 1.24e+00 | 1.00e-02 | 1.89e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  138  |  147  | 1717  | +1.0411e+02 | 1.24e+00 | 1.00e-02 | 1.88e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  139  |  148  | 1723  | +1.0408e+02 | 1.24e+00 | 9.96e-03 | 1.87e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  140  |  149  | 1729  | +1.0404e+02 | 1.24e+00 | 9.91e-03 | 1.86e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  141  |  151  | 1743  | +1.0404e+02 | 4.53e-01 | 9.91e-03 | 1.86e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  142  |  152  | 1749  | +1.0400e+02 | 1.22e+00 | 9.86e-03 | 1.91e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  143  |  154  | 1763  | +1.0400e+02 | 4.49e-01 | 9.86e-03 | 1.91e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  144  |  156  | 1773  | +1.0400e+02 | 2.24e-01 | 9.86e-03 | 1.91e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  145  |  157  | 1781  | +1.0397e+02 | 4.49e-01 | 9.80e-03 | 1.98e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  146  |  159  | 1791  | +1.0397e+02 | 2.24e-01 | 9.80e-03 | 1.98e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  147  |  160  | 1799  | +1.0394e+02 | 4.49e-01 | 9.75e-03 | 1.96e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  148  |  162  | 1809  | +1.0394e+02 | 2.24e-01 | 9.75e-03 | 1.96e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  149  |  163  | 1817  | +1.0390e+02 | 4.49e-01 | 9.70e-03 | 1.94e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  150  |  165  | 1827  | +1.0390e+02 | 2.24e-01 | 9.70e-03 | 1.94e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  151  |  166  | 1835  | +1.0387e+02 | 4.49e-01 | 9.64e-03 | 1.93e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  152  |  168  | 1845  | +1.0387e+02 | 2.24e-01 | 9.64e-03 | 1.93e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  153  |  169  | 1852  | +1.0384e+02 | 4.49e-01 | 9.59e-03 | 1.92e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  154  |  171  | 1862  | +1.0384e+02 | 2.24e-01 | 9.59e-03 | 1.92e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  155  |  172  | 1869  | +1.0381e+02 | 4.49e-01 | 9.54e-03 | 1.91e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  156  |  174  | 1879  | +1.0381e+02 | 2.24e-01 | 9.54e-03 | 1.91e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  157  |  175  | 1886  | +1.0377e+02 | 4.49e-01 | 9.49e-03 | 1.90e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  158  |  177  | 1896  | +1.0377e+02 | 2.24e-01 | 9.49e-03 | 1.90e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  159  |  178  | 1903  | +1.0374e+02 | 4.49e-01 | 9.44e-03 | 1.89e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  160  |  180  | 1913  | +1.0374e+02 | 2.24e-01 | 9.44e-03 | 1.89e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  161  |  181  | 1920  | +1.0371e+02 | 4.49e-01 | 9.38e-03 | 1.88e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  162  |  183  | 1930  | +1.0371e+02 | 2.24e-01 | 9.38e-03 | 1.88e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  163  |  184  | 1937  | +1.0367e+02 | 4.49e-01 | 9.33e-03 | 1.88e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  164  |  186  | 1947  | +1.0367e+02 | 2.24e-01 | 9.33e-03 | 1.88e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  165  |  187  | 1954  | +1.0364e+02 | 4.49e-01 | 9.28e-03 | 1.87e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  166  |  189  | 1964  | +1.0364e+02 | 2.24e-01 | 9.28e-03 | 1.87e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  167  |  190  | 1971  | +1.0361e+02 | 4.49e-01 | 9.22e-03 | 1.87e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  168  |  192  | 1981  | +1.0361e+02 | 2.24e-01 | 9.22e-03 | 1.87e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  169  |  193  | 1988  | +1.0358e+02 | 4.49e-01 | 9.17e-03 | 1.86e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  170  |  195  | 1998  | +1.0358e+02 | 2.24e-01 | 9.17e-03 | 1.86e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  171  |  196  | 2005  | +1.0354e+02 | 4.49e-01 | 9.11e-03 | 1.86e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  172  |  198  | 2014  | +1.0354e+02 | 2.24e-01 | 9.11e-03 | 1.86e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  173  |  199  | 2021  | +1.0351e+02 | 4.49e-01 | 9.05e-03 | 1.85e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  174  |  201  | 2030  | +1.0351e+02 | 2.24e-01 | 9.05e-03 | 1.85e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  175  |  202  | 2037  | +1.0348e+02 | 4.49e-01 | 8.98e-03 | 1.85e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  176  |  204  | 2046  | +1.0348e+02 | 2.24e-01 | 8.98e-03 | 1.85e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  177  |  205  | 2053  | +1.0345e+02 | 4.49e-01 | 8.92e-03 | 1.85e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  178  |  207  | 2062  | +1.0345e+02 | 2.24e-01 | 8.92e-03 | 1.85e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  179  |  208  | 2069  | +1.0342e+02 | 4.49e-01 | 8.85e-03 | 1.84e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  180  |  210  | 2078  | +1.0342e+02 | 2.24e-01 | 8.85e-03 | 1.84e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  181  |  211  | 2085  | +1.0338e+02 | 4.49e-01 | 8.88e-03 | 1.84e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  182  |  213  | 2093  | +1.0338e+02 | 2.24e-01 | 8.88e-03 | 1.84e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  183  |  214  | 2100  | +1.0335e+02 | 4.49e-01 | 8.92e-03 | 1.84e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  184  |  216  | 2108  | +1.0335e+02 | 2.24e-01 | 8.92e-03 | 1.84e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  185  |  217  | 2114  | +1.0332e+02 | 4.49e-01 | 8.96e-03 | 1.83e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  186  |  219  | 2122  | +1.0332e+02 | 2.24e-01 | 8.96e-03 | 1.83e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  187  |  220  | 2128  | +1.0329e+02 | 4.49e-01 | 9.00e-03 | 1.82e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  188  |  222  | 2136  | +1.0329e+02 | 2.24e-01 | 9.00e-03 | 1.82e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  189  |  223  | 2142  | +1.0326e+02 | 4.49e-01 | 9.04e-03 | 1.81e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  190  |  225  | 2150  | +1.0326e+02 | 2.24e-01 | 9.04e-03 | 1.81e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  191  |  226  | 2156  | +1.0323e+02 | 4.49e-01 | 9.07e-03 | 1.80e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  192  |  228  | 2164  | +1.0323e+02 | 2.24e-01 | 9.07e-03 | 1.80e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  193  |  229  | 2170  | +1.0320e+02 | 4.49e-01 | 9.11e-03 | 1.79e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  194  |  231  | 2178  | +1.0320e+02 | 2.24e-01 | 9.11e-03 | 1.79e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  195  |  232  | 2184  | +1.0317e+02 | 4.49e-01 | 9.14e-03 | 1.78e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  196  |  234  | 2192  | +1.0317e+02 | 2.24e-01 | 9.14e-03 | 1.78e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  197  |  235  | 2198  | +1.0314e+02 | 4.49e-01 | 9.18e-03 | 1.77e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  198  |  237  | 2206  | +1.0314e+02 | 2.24e-01 | 9.18e-03 | 1.77e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  199  |  238  | 2212  | +1.0312e+02 | 4.49e-01 | 9.21e-03 | 1.76e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  200  |  240  | 2220  | +1.0312e+02 | 2.24e-01 | 9.21e-03 | 1.76e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  201  |  241  | 2226  | +1.0309e+02 | 4.49e-01 | 9.24e-03 | 1.75e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  202  |  243  | 2234  | +1.0309e+02 | 2.24e-01 | 9.24e-03 | 1.75e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  203  |  244  | 2240  | +1.0306e+02 | 4.49e-01 | 9.27e-03 | 1.74e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  204  |  246  | 2248  | +1.0306e+02 | 2.24e-01 | 9.27e-03 | 1.74e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  205  |  247  | 2254  | +1.0303e+02 | 4.49e-01 | 9.30e-03 | 1.73e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  206  |  249  | 2262  | +1.0303e+02 | 2.24e-01 | 9.30e-03 | 1.73e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  207  |  250  | 2268  | +1.0300e+02 | 4.49e-01 | 9.33e-03 | 1.72e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  208  |  252  | 2276  | +1.0300e+02 | 2.24e-01 | 9.33e-03 | 1.72e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  209  |  253  | 2282  | +1.0298e+02 | 4.49e-01 | 9.35e-03 | 1.71e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  210  |  255  | 2290  | +1.0298e+02 | 2.24e-01 | 9.35e-03 | 1.71e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  211  |  256  | 2296  | +1.0295e+02 | 4.49e-01 | 9.38e-03 | 1.70e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  212  |  258  | 2304  | +1.0295e+02 | 2.24e-01 | 9.38e-03 | 1.70e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  213  |  259  | 2310  | +1.0292e+02 | 4.49e-01 | 9.40e-03 | 1.69e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  214  |  261  | 2318  | +1.0292e+02 | 2.24e-01 | 9.40e-03 | 1.69e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  215  |  262  | 2324  | +1.0290e+02 | 2.24e-01 | 9.44e-03 | 1.68e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  216  |  263  | 2330  | +1.0287e+02 | 2.24e-01 | 9.47e-03 | 1.67e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  217  |  264  | 2336  | +1.0285e+02 | 2.24e-01 | 9.51e-03 | 1.66e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  218  |  265  | 2342  | +1.0282e+02 | 2.24e-01 | 9.54e-03 | 1.65e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  219  |  266  | 2348  | +1.0280e+02 | 2.24e-01 | 9.57e-03 | 1.64e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  220  |  267  | 2354  | +1.0277e+02 | 2.24e-01 | 9.61e-03 | 1.63e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  221  |  268  | 2360  | +1.0275e+02 | 2.24e-01 | 9.64e-03 | 1.62e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  222  |  269  | 2366  | +1.0272e+02 | 2.24e-01 | 9.67e-03 | 1.61e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  223  |  270  | 2372  | +1.0270e+02 | 2.24e-01 | 9.70e-03 | 1.60e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  224  |  271  | 2378  | +1.0268e+02 | 2.24e-01 | 9.73e-03 | 1.59e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  225  |  272  | 2384  | +1.0265e+02 | 2.24e-01 | 9.76e-03 | 1.59e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  226  |  273  | 2390  | +1.0263e+02 | 2.24e-01 | 9.79e-03 | 1.58e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  227  |  274  | 2396  | +1.0261e+02 | 2.24e-01 | 9.82e-03 | 1.57e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  228  |  275  | 2402  | +1.0259e+02 | 2.24e-01 | 9.84e-03 | 1.56e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  229  |  276  | 2408  | +1.0256e+02 | 2.24e-01 | 9.87e-03 | 1.55e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  230  |  277  | 2414  | +1.0254e+02 | 2.24e-01 | 9.89e-03 | 1.55e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  231  |  278  | 2420  | +1.0252e+02 | 2.24e-01 | 9.91e-03 | 1.54e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  232  |  279  | 2426  | +1.0250e+02 | 2.24e-01 | 9.95e-03 | 1.53e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  233  |  280  | 2432  | +1.0248e+02 | 2.24e-01 | 9.99e-03 | 1.53e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  234  |  281  | 2438  | +1.0246e+02 | 2.24e-01 | 1.00e-02 | 1.52e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  235  |  283  | 2444  | +1.0243e+02 | 2.24e-01 | 1.01e-02 | 7.53e-12 | 1.00e+00 |  2.00e-02   |   2   |
|  236  |  284  | 2450  | +1.0241e+02 | 2.24e-01 | 1.01e-02 | 1.53e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  237  |  286  | 2456  | +1.0241e+02 | 1.12e-01 | 1.01e-02 | 1.53e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  238  |  287  | 2461  | +1.0238e+02 | 7.85e-01 | 1.01e-02 | 1.20e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  239  |  289  | 2471  | +1.0238e+02 | 2.89e-01 | 1.01e-02 | 1.20e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  240  |  291  | 2478  | +1.0238e+02 | 1.45e-01 | 1.01e-02 | 1.20e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  241  |  292  | 2483  | +1.0236e+02 | 2.89e-01 | 1.01e-02 | 1.32e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  242  |  294  | 2490  | +1.0236e+02 | 1.45e-01 | 1.01e-02 | 1.32e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  243  |  295  | 2495  | +1.0233e+02 | 2.89e-01 | 1.02e-02 | 1.32e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  244  |  297  | 2502  | +1.0233e+02 | 1.45e-01 | 1.02e-02 | 1.32e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  245  |  298  | 2507  | +1.0231e+02 | 2.89e-01 | 1.02e-02 | 1.31e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  246  |  300  | 2514  | +1.0231e+02 | 1.45e-01 | 1.02e-02 | 1.31e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  247  |  301  | 2519  | +1.0228e+02 | 2.89e-01 | 1.02e-02 | 1.31e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  248  |  303  | 2526  | +1.0228e+02 | 1.45e-01 | 1.02e-02 | 1.31e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  249  |  304  | 2531  | +1.0226e+02 | 2.89e-01 | 1.02e-02 | 1.31e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  250  |  306  | 2538  | +1.0226e+02 | 1.45e-01 | 1.02e-02 | 1.31e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  251  |  307  | 2543  | +1.0223e+02 | 2.89e-01 | 1.02e-02 | 1.31e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  252  |  309  | 2550  | +1.0223e+02 | 1.45e-01 | 1.02e-02 | 1.31e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  253  |  310  | 2555  | +1.0221e+02 | 2.89e-01 | 1.02e-02 | 1.31e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  254  |  312  | 2562  | +1.0221e+02 | 1.45e-01 | 1.02e-02 | 1.31e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  255  |  313  | 2567  | +1.0218e+02 | 2.89e-01 | 1.02e-02 | 1.31e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  256  |  315  | 2574  | +1.0218e+02 | 1.45e-01 | 1.02e-02 | 1.31e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  257  |  316  | 2579  | +1.0216e+02 | 2.89e-01 | 1.02e-02 | 1.30e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  258  |  318  | 2586  | +1.0216e+02 | 1.45e-01 | 1.02e-02 | 1.30e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  259  |  319  | 2591  | +1.0214e+02 | 2.89e-01 | 1.02e-02 | 1.30e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  260  |  321  | 2598  | +1.0214e+02 | 1.45e-01 | 1.02e-02 | 1.30e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  261  |  322  | 2603  | +1.0212e+02 | 2.89e-01 | 1.02e-02 | 1.30e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  262  |  324  | 2610  | +1.0212e+02 | 1.45e-01 | 1.02e-02 | 1.30e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  263  |  325  | 2615  | +1.0209e+02 | 2.89e-01 | 1.03e-02 | 1.30e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  264  |  327  | 2622  | +1.0209e+02 | 1.45e-01 | 1.03e-02 | 1.30e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  265  |  328  | 2627  | +1.0207e+02 | 2.89e-01 | 1.03e-02 | 1.30e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  266  |  330  | 2634  | +1.0207e+02 | 1.45e-01 | 1.03e-02 | 1.30e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  267  |  331  | 2639  | +1.0205e+02 | 2.89e-01 | 1.03e-02 | 1.30e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  268  |  333  | 2646  | +1.0205e+02 | 1.45e-01 | 1.03e-02 | 1.30e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  269  |  334  | 2651  | +1.0203e+02 | 2.89e-01 | 1.03e-02 | 1.29e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  270  |  336  | 2658  | +1.0203e+02 | 1.45e-01 | 1.03e-02 | 1.29e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  271  |  337  | 2663  | +1.0201e+02 | 2.89e-01 | 1.03e-02 | 1.29e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  272  |  339  | 2670  | +1.0201e+02 | 1.45e-01 | 1.03e-02 | 1.29e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  273  |  340  | 2675  | +1.0198e+02 | 2.89e-01 | 1.03e-02 | 1.29e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  274  |  342  | 2682  | +1.0198e+02 | 1.45e-01 | 1.03e-02 | 1.29e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  275  |  343  | 2687  | +1.0196e+02 | 2.89e-01 | 1.03e-02 | 1.29e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  276  |  345  | 2694  | +1.0196e+02 | 1.45e-01 | 1.03e-02 | 1.29e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  277  |  346  | 2699  | +1.0194e+02 | 2.89e-01 | 1.03e-02 | 1.29e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  278  |  348  | 2706  | +1.0194e+02 | 1.45e-01 | 1.03e-02 | 1.29e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  279  |  349  | 2711  | +1.0192e+02 | 2.89e-01 | 1.03e-02 | 1.28e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  280  |  351  | 2718  | +1.0192e+02 | 1.45e-01 | 1.03e-02 | 1.28e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  281  |  352  | 2723  | +1.0190e+02 | 2.89e-01 | 1.03e-02 | 1.28e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  282  |  354  | 2730  | +1.0190e+02 | 1.45e-01 | 1.03e-02 | 1.28e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  283  |  355  | 2735  | +1.0188e+02 | 2.89e-01 | 1.04e-02 | 1.28e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  284  |  357  | 2742  | +1.0188e+02 | 1.45e-01 | 1.04e-02 | 1.28e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  285  |  358  | 2747  | +1.0186e+02 | 2.89e-01 | 1.04e-02 | 1.28e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  286  |  360  | 2754  | +1.0186e+02 | 1.45e-01 | 1.04e-02 | 1.28e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  287  |  361  | 2759  | +1.0184e+02 | 2.89e-01 | 1.04e-02 | 1.28e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  288  |  363  | 2766  | +1.0184e+02 | 1.45e-01 | 1.04e-02 | 1.28e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  289  |  364  | 2771  | +1.0182e+02 | 2.89e-01 | 1.04e-02 | 1.27e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  290  |  366  | 2778  | +1.0182e+02 | 1.45e-01 | 1.04e-02 | 1.27e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  291  |  367  | 2783  | +1.0180e+02 | 2.89e-01 | 1.04e-02 | 1.27e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  292  |  369  | 2790  | +1.0180e+02 | 1.45e-01 | 1.04e-02 | 1.27e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  293  |  370  | 2795  | +1.0178e+02 | 2.89e-01 | 1.04e-02 | 1.27e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  294  |  372  | 2802  | +1.0178e+02 | 1.45e-01 | 1.04e-02 | 1.27e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  295  |  373  | 2807  | +1.0176e+02 | 2.89e-01 | 1.04e-02 | 1.27e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  296  |  375  | 2814  | +1.0176e+02 | 1.45e-01 | 1.04e-02 | 1.27e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  297  |  376  | 2819  | +1.0174e+02 | 2.89e-01 | 1.04e-02 | 1.27e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  298  |  378  | 2826  | +1.0174e+02 | 1.45e-01 | 1.04e-02 | 1.27e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  299  |  379  | 2831  | +1.0172e+02 | 2.89e-01 | 1.04e-02 | 1.26e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  300  |  381  | 2838  | +1.0172e+02 | 1.45e-01 | 1.04e-02 | 1.26e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  301  |  382  | 2843  | +1.0170e+02 | 2.89e-01 | 1.04e-02 | 1.26e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  302  |  384  | 2850  | +1.0170e+02 | 1.45e-01 | 1.04e-02 | 1.26e-07 | 1.00e+00 |  2.00e-02   |   2   |
