C:\Users\jnajmon\PycharmProjects\ANN_derivatives_TO\venv\Scripts\python.exe "C:\Program Files\JetBrains\PyCharm 2021.2.3\plugins\python\helpers\pydev\pydevconsole.py" --mode=client --port=65263
import sys; print('Python %s on %s' % (sys.version, sys.platform))
sys.path.extend(['C:\\Users\\jnajmon\\PycharmProjects\\ANN_derivatives_TO', 'C:/Users/jnajmon/PycharmProjects/ANN_derivatives_TO'])
Python 3.9.5 (tags/v3.9.5:0a7dcbd, May  3 2021, 17:27:52) [MSC v.1928 64 bit (AMD64)]
Type 'copyright', 'credits' or 'license' for more information
IPython 8.14.0 -- An enhanced Interactive Python. Type '?' for help.
PyDev console: using IPython 8.14.0
Python 3.9.5 (tags/v3.9.5:0a7dcbd, May  3 2021, 17:27:52) [MSC v.1928 64 bit (AMD64)] on win32
runfile('C:/Users/jnajmon/PycharmProjects/ANN_derivatives_TO/Run_SIMPTO_noANN.py', wdir='C:/Users/jnajmon/PycharmProjects/ANN_derivatives_TO')
| niter |f evals|CG iter|  obj func   |tr radius |   opt    |  c viol  | penalty  |barrier param|CG stop|
|-------|-------|-------|-------------|----------|----------|----------|----------|-------------|-------|
|   1   |   1   |   0   | +3.5648e+02 | 1.00e+00 | 4.40e+00 | 0.00e+00 | 1.00e+00 |  1.00e-01   |   0   |
C:\Users\jnajmon\PycharmProjects\ANN_derivatives_TO\venv\lib\site-packages\scipy\optimize\_hessian_update_strategy.py:182: UserWarning: delta_grad == 0.0. Check if the approximated function is linear. If the function is linear better results can be obtained by defining the Hessian as zero instead of using quasi-Newton approximations.
  warn('delta_grad == 0.0. Check if the approximated '
|  115  |  113  | 7794  | +9.2840e+01 | 3.57e+03 | 6.59e-03 | 8.88e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  116  |  114  | 7859  | +9.2652e+01 | 3.57e+03 | 6.52e-03 | 9.99e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  117  |  115  | 7918  | +9.2439e+01 | 3.57e+03 | 6.44e-03 | 1.11e-15 | 1.00e+00 |  4.00e-03   |   4   |
|  118  |  116  | 7983  | +9.2295e+01 | 3.57e+03 | 6.30e-03 | 9.99e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  119  |  117  | 8041  | +9.2084e+01 | 3.57e+03 | 6.27e-03 | 9.99e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  120  |  118  | 8110  | +9.1860e+01 | 3.57e+03 | 6.31e-03 | 8.88e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  121  |  119  | 8172  | +9.1645e+01 | 3.57e+03 | 6.42e-03 | 9.99e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  122  |  120  | 8221  | +9.1535e+01 | 3.57e+03 | 6.46e-03 | 8.88e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  123  |  121  | 8279  | +9.1428e+01 | 3.57e+03 | 6.45e-03 | 7.77e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  124  |  122  | 8340  | +9.1400e+01 | 3.57e+03 | 6.44e-03 | 8.88e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  125  |  123  | 8391  | +9.1282e+01 | 3.57e+03 | 6.42e-03 | 8.88e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  126  |  124  | 8444  | +9.1154e+01 | 3.57e+03 | 6.36e-03 | 9.99e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  127  |  125  | 8513  | +9.1123e+01 | 3.57e+03 | 6.32e-03 | 7.77e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  128  |  126  | 8559  | +9.1057e+01 | 3.57e+03 | 6.31e-03 | 7.77e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  129  |  127  | 8610  | +9.0919e+01 | 3.57e+03 | 6.29e-03 | 7.77e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  130  |  128  | 8654  | +9.0841e+01 | 3.57e+03 | 6.24e-03 | 7.77e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  131  |  129  | 8705  | +9.0682e+01 | 3.57e+03 | 6.13e-03 | 7.77e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  132  |  130  | 8765  | +9.0593e+01 | 3.57e+03 | 5.98e-03 | 7.77e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  133  |  131  | 8803  | +9.0487e+01 | 3.57e+03 | 5.84e-03 | 7.77e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  134  |  132  | 8848  | +9.0346e+01 | 3.57e+03 | 5.59e-03 | 7.77e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  135  |  133  | 8895  | +9.0293e+01 | 3.57e+03 | 5.42e-03 | 8.88e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  136  |  134  | 8947  | +9.0197e+01 | 3.57e+03 | 5.22e-03 | 9.99e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  137  |  135  | 8998  | +9.0093e+01 | 3.57e+03 | 5.08e-03 | 7.77e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  138  |  136  | 9038  | +8.9998e+01 | 3.57e+03 | 5.23e-03 | 6.66e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  139  |  137  | 9086  | +8.9885e+01 | 3.57e+03 | 5.37e-03 | 7.77e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  140  |  138  | 9126  | +8.9814e+01 | 3.57e+03 | 5.44e-03 | 7.77e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  141  |  139  | 9169  | +8.9753e+01 | 3.57e+03 | 5.45e-03 | 8.88e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  142  |  140  | 9212  | +8.9685e+01 | 3.57e+03 | 5.44e-03 | 9.99e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  143  |  141  | 9252  | +8.9596e+01 | 3.57e+03 | 5.40e-03 | 7.77e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  144  |  142  | 9297  | +8.9474e+01 | 3.57e+03 | 5.32e-03 | 7.77e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  145  |  143  | 9336  | +8.9402e+01 | 3.57e+03 | 5.23e-03 | 7.77e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  146  |  144  | 9383  | +8.9305e+01 | 3.57e+03 | 5.04e-03 | 7.77e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  147  |  145  | 9419  | +8.9221e+01 | 3.57e+03 | 4.91e-03 | 6.66e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  148  |  146  | 9467  | +8.9118e+01 | 3.57e+03 | 4.81e-03 | 6.66e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  149  |  147  | 9504  | +8.9032e+01 | 3.57e+03 | 4.86e-03 | 9.99e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  150  |  148  | 9553  | +8.8948e+01 | 3.57e+03 | 4.81e-03 | 8.88e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  151  |  149  | 9591  | +8.8859e+01 | 3.57e+03 | 4.80e-03 | 6.66e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  152  |  150  | 9638  | +8.8779e+01 | 3.57e+03 | 4.69e-03 | 7.77e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  153  |  151  | 9677  | +8.8710e+01 | 3.57e+03 | 4.62e-03 | 7.77e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  154  |  152  | 9718  | +8.8644e+01 | 3.57e+03 | 4.47e-03 | 7.77e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  155  |  153  | 9755  | +8.8568e+01 | 3.57e+03 | 4.49e-03 | 7.77e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  156  |  154  | 9794  | +8.8489e+01 | 3.57e+03 | 4.52e-03 | 7.77e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  157  |  155  | 9835  | +8.8419e+01 | 3.57e+03 | 4.57e-03 | 6.66e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  158  |  156  | 9876  | +8.8357e+01 | 3.57e+03 | 4.59e-03 | 7.77e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  159  |  157  | 9920  | +8.8294e+01 | 3.57e+03 | 4.60e-03 | 7.77e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  160  |  158  | 9960  | +8.8229e+01 | 3.57e+03 | 4.61e-03 | 7.77e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  161  |  159  | 10005 | +8.8175e+01 | 3.57e+03 | 4.58e-03 | 6.66e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  162  |  160  | 10042 | +8.8124e+01 | 3.57e+03 | 4.51e-03 | 7.77e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  163  |  161  | 10084 | +8.8073e+01 | 3.57e+03 | 4.40e-03 | 7.77e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  164  |  162  | 10125 | +8.8011e+01 | 3.57e+03 | 4.41e-03 | 7.77e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  165  |  163  | 10171 | +8.7947e+01 | 3.57e+03 | 4.49e-03 | 7.77e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  166  |  164  | 10214 | +8.7889e+01 | 3.57e+03 | 4.55e-03 | 6.66e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  167  |  165  | 10261 | +8.7849e+01 | 3.57e+03 | 4.52e-03 | 7.77e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  168  |  166  | 10297 | +8.7793e+01 | 3.57e+03 | 4.54e-03 | 7.77e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  169  |  167  | 10341 | +8.7745e+01 | 3.57e+03 | 4.50e-03 | 7.77e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  170  |  168  | 10379 | +8.7688e+01 | 3.57e+03 | 4.51e-03 | 7.77e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  171  |  169  | 10422 | +8.7645e+01 | 3.57e+03 | 4.48e-03 | 6.66e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  172  |  170  | 10465 | +8.7606e+01 | 3.57e+03 | 4.45e-03 | 6.66e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  173  |  171  | 10510 | +8.7579e+01 | 3.57e+03 | 4.30e-03 | 6.66e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  174  |  172  | 10550 | +8.7541e+01 | 3.57e+03 | 4.16e-03 | 7.77e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  175  |  173  | 10590 | +8.7510e+01 | 3.57e+03 | 3.98e-03 | 6.66e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  176  |  174  | 10631 | +8.7470e+01 | 3.57e+03 | 3.79e-03 | 6.66e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  177  |  175  | 10672 | +8.7425e+01 | 3.57e+03 | 3.77e-03 | 6.66e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  178  |  176  | 10714 | +8.7383e+01 | 3.57e+03 | 3.77e-03 | 7.77e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  179  |  177  | 10756 | +8.7357e+01 | 3.57e+03 | 3.73e-03 | 7.77e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  180  |  178  | 10801 | +8.7342e+01 | 3.57e+03 | 3.63e-03 | 7.77e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  181  |  179  | 10839 | +8.7316e+01 | 3.57e+03 | 3.54e-03 | 6.66e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  182  |  180  | 10887 | +8.7290e+01 | 3.57e+03 | 3.38e-03 | 6.66e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  183  |  181  | 10924 | +8.7256e+01 | 3.57e+03 | 3.30e-03 | 6.66e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  184  |  182  | 10974 | +8.7238e+01 | 3.57e+03 | 3.11e-03 | 6.66e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  185  |  183  | 11018 | +8.7208e+01 | 3.57e+03 | 3.00e-03 | 6.66e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  186  |  184  | 11065 | +8.7193e+01 | 3.57e+03 | 2.82e-03 | 7.77e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  187  |  185  | 11108 | +8.7170e+01 | 3.57e+03 | 2.66e-03 | 6.66e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  188  |  186  | 11150 | +8.7163e+01 | 3.57e+03 | 2.40e-03 | 6.66e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  189  |  187  | 11194 | +8.7149e+01 | 3.57e+03 | 2.33e-03 | 7.77e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  190  |  188  | 11235 | +8.7131e+01 | 3.57e+03 | 2.33e-03 | 7.77e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  191  |  189  | 11280 | +8.7113e+01 | 3.57e+03 | 2.31e-03 | 6.66e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  192  |  190  | 11324 | +8.7096e+01 | 3.57e+03 | 2.27e-03 | 6.66e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  193  |  191  | 11368 | +8.7085e+01 | 3.57e+03 | 2.20e-03 | 7.77e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  194  |  192  | 11412 | +8.7074e+01 | 3.57e+03 | 2.13e-03 | 7.77e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  195  |  193  | 11454 | +8.7064e+01 | 3.57e+03 | 2.05e-03 | 6.66e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  196  |  194  | 11496 | +8.7051e+01 | 3.57e+03 | 1.96e-03 | 6.66e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  197  |  195  | 11539 | +8.7036e+01 | 3.57e+03 | 1.88e-03 | 5.55e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  198  |  196  | 11582 | +8.7023e+01 | 3.57e+03 | 1.81e-03 | 6.66e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  199  |  197  | 11625 | +8.7011e+01 | 3.57e+03 | 1.72e-03 | 6.66e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  200  |  198  | 11671 | +8.7000e+01 | 3.57e+03 | 1.67e-03 | 6.66e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  201  |  199  | 11718 | +8.6986e+01 | 3.57e+03 | 1.65e-03 | 6.66e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  202  |  200  | 11766 | +8.6971e+01 | 3.57e+03 | 1.62e-03 | 6.66e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  203  |  201  | 11813 | +8.6957e+01 | 3.57e+03 | 1.59e-03 | 7.77e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  204  |  202  | 11851 | +8.6945e+01 | 3.57e+03 | 1.58e-03 | 6.66e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  205  |  203  | 11900 | +8.6936e+01 | 3.57e+03 | 1.54e-03 | 6.66e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  206  |  204  | 11935 | +8.6922e+01 | 3.57e+03 | 1.57e-03 | 6.66e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  207  |  205  | 11988 | +8.6910e+01 | 3.57e+03 | 1.49e-03 | 6.66e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  208  |  206  | 12025 | +8.6895e+01 | 3.57e+03 | 1.54e-03 | 6.66e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  209  |  207  | 12080 | +8.6890e+01 | 3.57e+03 | 1.57e-03 | 6.66e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  210  |  208  | 12110 | +8.6877e+01 | 3.57e+03 | 1.63e-03 | 6.66e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  211  |  209  | 12164 | +8.6870e+01 | 3.57e+03 | 1.61e-03 | 6.66e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  212  |  210  | 12191 | +8.6858e+01 | 3.57e+03 | 1.69e-03 | 6.66e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  213  |  211  | 12215 | +8.6847e+01 | 3.57e+03 | 1.75e-03 | 7.77e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  214  |  212  | 12237 | +8.6838e+01 | 3.57e+03 | 1.81e-03 | 6.66e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  215  |  213  | 12258 | +8.6829e+01 | 3.57e+03 | 1.87e-03 | 7.77e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  216  |  214  | 12277 | +8.6821e+01 | 3.57e+03 | 1.92e-03 | 6.66e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  217  |  215  | 12295 | +8.6815e+01 | 3.57e+03 | 1.97e-03 | 6.66e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  218  |  216  | 12313 | +8.6808e+01 | 3.57e+03 | 2.01e-03 | 6.66e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  219  |  217  | 12330 | +8.6803e+01 | 3.57e+03 | 2.05e-03 | 7.77e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  220  |  218  | 12347 | +8.6797e+01 | 3.57e+03 | 2.08e-03 | 7.77e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  221  |  219  | 12363 | +8.6793e+01 | 3.57e+03 | 2.12e-03 | 6.66e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  222  |  220  | 12375 | +8.6791e+01 | 3.57e+03 | 2.16e-03 | 7.77e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  223  |  221  | 12424 | +8.6786e+01 | 3.57e+03 | 2.26e-03 | 6.66e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  224  |  222  | 12471 | +8.6784e+01 | 3.57e+03 | 2.31e-03 | 7.77e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  225  |  224  | 12501 | +8.6784e+01 | 3.57e+02 | 2.31e-03 | 7.77e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  226  |  226  | 12549 | +8.6784e+01 | 3.57e+01 | 2.31e-03 | 7.77e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  227  |  228  | 12598 | +8.6784e+01 | 3.57e+00 | 2.31e-03 | 7.77e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  228  |  230  | 12648 | +8.6784e+01 | 3.57e-01 | 2.31e-03 | 7.77e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  229  |  232  | 12680 | +8.6784e+01 | 5.48e-02 | 2.31e-03 | 7.77e-16 | 1.00e+00 |  4.00e-03   |   2   |
|  230  |  234  | 12688 | +8.6784e+01 | 1.59e-02 | 2.31e-03 | 7.77e-16 | 1.00e+00 |  4.00e-03   |   2   |
|  231  |  236  | 12693 | +8.6784e+01 | 7.95e-03 | 2.31e-03 | 7.77e-16 | 1.00e+00 |  4.00e-03   |   2   |
|  232  |  238  | 12698 | +8.6784e+01 | 3.97e-03 | 2.31e-03 | 7.77e-16 | 1.00e+00 |  4.00e-03   |   2   |
|  233  |  239  | 12703 | +8.6784e+01 | 3.97e-03 | 2.30e-03 | 6.66e-16 | 1.00e+00 |  4.00e-03   |   2   |
|  234  |  240  | 12707 | +8.6784e+01 | 3.97e-03 | 2.30e-03 | 6.66e-16 | 1.00e+00 |  4.00e-03   |   2   |
|  235  |  242  | 12710 | +8.6784e+01 | 1.99e-03 | 2.30e-03 | 6.66e-16 | 1.00e+00 |  4.00e-03   |   2   |
|  236  |  244  | 12712 | +8.6784e+01 | 9.93e-04 | 2.30e-03 | 6.66e-16 | 1.00e+00 |  4.00e-03   |   2   |
|  237  |  245  | 12712 | +8.6784e+01 | 1.00e+00 | 1.97e-03 | 6.66e-16 | 1.00e+00 |  8.00e-04   |   0   |
|  238  |  246  | 12718 | +8.6537e+01 | 7.00e+00 | 1.33e-03 | 6.66e-16 | 1.00e+00 |  8.00e-04   |   2   |
|  239  |  247  | 12728 | +8.4799e+01 | 4.90e+01 | 2.28e-03 | 6.66e-16 | 1.00e+00 |  8.00e-04   |   2   |
|  240  |  248  | 12857 | +8.2948e+01 | 8.75e+01 | 2.37e-03 | 7.77e-16 | 1.00e+00 |  8.00e-04   |   4   |
|  241  |  249  | 13006 | +8.2254e+01 | 8.75e+01 | 2.27e-03 | 7.77e-16 | 1.00e+00 |  8.00e-04   |   4   |
|  242  |  250  | 13133 | +8.1999e+01 | 8.75e+01 | 2.37e-03 | 8.88e-16 | 1.00e+00 |  8.00e-04   |   4   |
|  243  |  252  | 13270 | +8.1999e+01 | 8.75e+00 | 2.37e-03 | 8.88e-16 | 1.00e+00 |  8.00e-04   |   4   |
|  244  |  254  | 13413 | +8.1999e+01 | 1.15e+00 | 2.37e-03 | 8.88e-16 | 1.00e+00 |  8.00e-04   |   4   |
|  245  |  256  | 13439 | +8.1999e+01 | 2.49e-01 | 2.37e-03 | 8.88e-16 | 1.00e+00 |  8.00e-04   |   2   |
|  246  |  258  | 13450 | +8.1999e+01 | 8.42e-02 | 2.37e-03 | 8.88e-16 | 1.00e+00 |  8.00e-04   |   2   |
|  247  |  260  | 13456 | +8.1999e+01 | 3.93e-02 | 2.37e-03 | 8.88e-16 | 1.00e+00 |  8.00e-04   |   2   |
|  248  |  262  | 13461 | +8.1999e+01 | 1.97e-02 | 2.37e-03 | 8.88e-16 | 1.00e+00 |  8.00e-04   |   2   |
|  249  |  264  | 13464 | +8.1999e+01 | 9.83e-03 | 2.37e-03 | 8.88e-16 | 1.00e+00 |  8.00e-04   |   2   |
|  250  |  265  | 13467 | +8.1999e+01 | 9.83e-03 | 2.35e-03 | 7.77e-16 | 1.00e+00 |  8.00e-04   |   2   |
|  251  |  266  | 13469 | +8.1999e+01 | 9.83e-03 | 2.34e-03 | 8.88e-16 | 1.00e+00 |  8.00e-04   |   2   |
|  252  |  267  | 13470 | +8.1999e+01 | 9.83e-03 | 2.33e-03 | 8.88e-16 | 1.00e+00 |  8.00e-04   |   2   |
|  253  |  268  | 13471 | +8.1999e+01 | 9.83e-03 | 2.31e-03 | 7.77e-16 | 1.00e+00 |  8.00e-04   |   2   |
|  254  |  269  | 13472 | +8.1998e+01 | 9.83e-03 | 2.30e-03 | 8.88e-16 | 1.00e+00 |  8.00e-04   |   2   |
|  255  |  270  | 13473 | +8.1998e+01 | 9.83e-03 | 2.29e-03 | 9.99e-16 | 1.00e+00 |  8.00e-04   |   2   |
|  256  |  271  | 13474 | +8.1998e+01 | 9.83e-03 | 2.27e-03 | 8.88e-16 | 1.00e+00 |  8.00e-04   |   2   |
|  257  |  272  | 13475 | +8.1998e+01 | 9.83e-03 | 2.26e-03 | 8.88e-16 | 1.00e+00 |  8.00e-04   |   2   |
|  258  |  273  | 13476 | +8.1998e+01 | 9.83e-03 | 2.25e-03 | 6.66e-16 | 1.00e+00 |  8.00e-04   |   2   |
|  259  |  274  | 13477 | +8.1998e+01 | 9.83e-03 | 2.23e-03 | 7.77e-16 | 1.00e+00 |  8.00e-04   |   2   |
|  260  |  275  | 13478 | +8.1998e+01 | 9.83e-03 | 2.22e-03 | 9.99e-16 | 1.00e+00 |  8.00e-04   |   2   |
|  261  |  276  | 13479 | +8.1998e+01 | 9.83e-03 | 2.21e-03 | 9.99e-16 | 1.00e+00 |  8.00e-04   |   2   |
|  262  |  277  | 13480 | +8.1998e+01 | 9.83e-03 | 2.20e-03 | 8.88e-16 | 1.00e+00 |  8.00e-04   |   2   |
|  263  |  278  | 13481 | +8.1998e+01 | 9.83e-03 | 2.18e-03 | 8.88e-16 | 1.00e+00 |  8.00e-04   |   2   |
|  264  |  279  | 13482 | +8.1997e+01 | 9.83e-03 | 2.17e-03 | 8.88e-16 | 1.00e+00 |  8.00e-04   |   2   |
|  265  |  280  | 13483 | +8.1997e+01 | 9.83e-03 | 2.16e-03 | 7.77e-16 | 1.00e+00 |  8.00e-04   |   2   |
|  266  |  281  | 13484 | +8.1997e+01 | 9.83e-03 | 2.14e-03 | 7.77e-16 | 1.00e+00 |  8.00e-04   |   2   |
|  267  |  282  | 13485 | +8.1997e+01 | 9.83e-03 | 2.13e-03 | 7.77e-16 | 1.00e+00 |  8.00e-04   |   2   |
|  268  |  283  | 13486 | +8.1997e+01 | 9.83e-03 | 2.12e-03 | 8.88e-16 | 1.00e+00 |  8.00e-04   |   2   |
|  269  |  284  | 13487 | +8.1997e+01 | 9.83e-03 | 2.11e-03 | 7.77e-16 | 1.00e+00 |  8.00e-04   |   2   |
|  270  |  285  | 13488 | +8.1997e+01 | 9.83e-03 | 2.09e-03 | 6.66e-16 | 1.00e+00 |  8.00e-04   |   2   |
|  271  |  286  | 13489 | +8.1997e+01 | 9.83e-03 | 2.08e-03 | 9.99e-16 | 1.00e+00 |  8.00e-04   |   2   |
|  272  |  287  | 13490 | +8.1997e+01 | 9.83e-03 | 2.07e-03 | 7.77e-16 | 1.00e+00 |  8.00e-04   |   2   |
|  273  |  288  | 13491 | +8.1997e+01 | 9.83e-03 | 2.05e-03 | 8.88e-16 | 1.00e+00 |  8.00e-04   |   2   |
|  274  |  289  | 13492 | +8.1996e+01 | 9.83e-03 | 2.04e-03 | 9.99e-16 | 1.00e+00 |  8.00e-04   |   2   |
|  275  |  290  | 13493 | +8.1996e+01 | 9.83e-03 | 2.03e-03 | 7.77e-16 | 1.00e+00 |  8.00e-04   |   2   |
|  276  |  291  | 13494 | +8.1996e+01 | 9.83e-03 | 2.02e-03 | 7.77e-16 | 1.00e+00 |  8.00e-04   |   2   |
|  277  |  292  | 13495 | +8.1996e+01 | 9.83e-03 | 2.00e-03 | 8.88e-16 | 1.00e+00 |  8.00e-04   |   2   |
|  278  |  293  | 13496 | +8.1996e+01 | 9.83e-03 | 1.99e-03 | 7.77e-16 | 1.00e+00 |  8.00e-04   |   2   |
|  279  |  294  | 13497 | +8.1996e+01 | 9.83e-03 | 1.98e-03 | 8.88e-16 | 1.00e+00 |  8.00e-04   |   2   |
|  280  |  295  | 13498 | +8.1996e+01 | 9.83e-03 | 1.97e-03 | 7.77e-16 | 1.00e+00 |  8.00e-04   |   2   |
|  281  |  296  | 13499 | +8.1996e+01 | 9.83e-03 | 1.96e-03 | 9.99e-16 | 1.00e+00 |  8.00e-04   |   2   |
|  282  |  297  | 13500 | +8.1996e+01 | 9.83e-03 | 1.94e-03 | 8.88e-16 | 1.00e+00 |  8.00e-04   |   2   |
|  283  |  298  | 13501 | +8.1995e+01 | 9.83e-03 | 1.93e-03 | 8.88e-16 | 1.00e+00 |  8.00e-04   |   2   |
|  284  |  299  | 13502 | +8.1995e+01 | 9.83e-03 | 1.92e-03 | 7.77e-16 | 1.00e+00 |  8.00e-04   |   2   |
|  285  |  300  | 13503 | +8.1995e+01 | 9.83e-03 | 1.91e-03 | 7.77e-16 | 1.00e+00 |  8.00e-04   |   2   |
|  286  |  301  | 13504 | +8.1995e+01 | 9.83e-03 | 1.89e-03 | 7.77e-16 | 1.00e+00 |  8.00e-04   |   2   |
|  287  |  302  | 13505 | +8.1995e+01 | 9.83e-03 | 1.88e-03 | 7.77e-16 | 1.00e+00 |  8.00e-04   |   2   |
|  288  |  303  | 13506 | +8.1995e+01 | 9.83e-03 | 1.87e-03 | 8.88e-16 | 1.00e+00 |  8.00e-04   |   2   |
|  289  |  304  | 13507 | +8.1995e+01 | 9.83e-03 | 1.86e-03 | 7.77e-16 | 1.00e+00 |  8.00e-04   |   2   |
|  290  |  305  | 13508 | +8.1995e+01 | 9.83e-03 | 1.85e-03 | 6.66e-16 | 1.00e+00 |  8.00e-04   |   2   |
|  291  |  306  | 13509 | +8.1995e+01 | 9.83e-03 | 1.83e-03 | 7.77e-16 | 1.00e+00 |  8.00e-04   |   2   |
|  292  |  307  | 13510 | +8.1994e+01 | 9.83e-03 | 1.82e-03 | 7.77e-16 | 1.00e+00 |  8.00e-04   |   2   |
